rownames,SampleID,location_sampled,sample_type,sample_description,sample_detail_description,latitude,longitude,boat_name,transit,location_description,location,npoc_um,tn_um,phosphate_umoll,silicate_umoll,nn_umoll,ammonia_umoll,tds_mgl,temp_f,temp_c,odo_mgl,ph,orp,location_sampled_w_boat_name,ryans_order,station,true_geographic_order,km_to_baltimore
c15t4hull,c15t4hull,boat,surface,hull,boat_surface_hull,37.870808,-76.180412,Lookdown,t4,bay,Chesapeake,246.6134364,17.10609922,0.20929851,51.74736059,0.127832256,0.096352636,NA,NA,NA,NA,NA,NA,Lookdown,31,17,35,156.83
c15t4post,c15t4post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.870808,-76.180412,Lookdown,t4,bay,Chesapeake,246.6134364,17.10609922,0.20929851,51.74736059,0.127832256,0.096352636,NA,NA,NA,NA,NA,NA,openwater,31,17,35,156.83
c15t4rear,c15t4rear,boat,surface,transom,boat_surface_transom,37.870808,-76.180412,Lookdown,t4,bay,Chesapeake,246.6134364,17.10609922,0.20929851,51.74736059,0.127832256,0.096352636,NA,NA,NA,NA,NA,NA,Lookdown,31,17,35,156.83
c15t4bw,c15t4bw,boat,bilge,water,boat_bilge_water,37.870808,-76.180412,Lookdown,t4,bay,Chesapeake,246.6134364,17.10609922,0.20929851,51.74736059,0.127832256,0.096352636,NA,NA,NA,NA,NA,NA,Lookdown,31,17,35,156.83
c15t2bf,c15t2bf,boat,bilge,biofilm,boat_bilge_biofilm,37.878311,-76.180313,Callinectes,t2,bay,Chesapeake,265.4299916,21.36120571,0.194214815,37.96237086,0.37956649,0.020511336,NA,NA,NA,NA,NA,NA,Callinectes,31,17,34,156.02
c15t2pre,c15t2pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.878311,-76.180313,Callinectes,t2,bay,Chesapeake,265.4299916,21.36120571,0.194214815,37.96237086,0.37956649,0.020511336,NA,NA,NA,NA,NA,NA,openwater,31,17,34,156.02
c15t2hull,c15t2hull,boat,surface,hull,boat_surface_hull,37.878311,-76.180313,Callinectes,t2,bay,Chesapeake,265.4299916,21.36120571,0.194214815,37.96237086,0.37956649,0.020511336,NA,NA,NA,NA,NA,NA,Callinectes,31,17,34,156.02
c15t2post,c15t2post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.878311,-76.180313,Callinectes,t2,bay,Chesapeake,265.4299916,21.36120571,0.194214815,37.96237086,0.37956649,0.020511336,NA,NA,NA,NA,NA,NA,openwater,31,17,34,156.02
c15t2rear,c15t2rear,boat,surface,transom,boat_surface_transom,37.878311,-76.180313,Callinectes,t2,bay,Chesapeake,265.4299916,21.36120571,0.194214815,37.96237086,0.37956649,0.020511336,NA,NA,NA,NA,NA,NA,Callinectes,31,17,34,156.02
c15t2bw,c15t2bw,boat,bilge,water,boat_bilge_water,37.878311,-76.180313,Callinectes,t2,bay,Chesapeake,265.4299916,21.36120571,0.194214815,37.96237086,0.37956649,0.020511336,NA,NA,NA,NA,NA,NA,Callinectes,31,17,34,156.02
c15t1bf,c15t1bf,boat,bilge,biofilm,boat_bilge_biofilm,37.881409,-76.175911,Callinectes,t1,bay,Chesapeake,300.4820702,20.29742909,1.089327313,40.83715399,0.141588225,0.053747298,952,77.6,25.33333333,8.8,8.19,47.4,Callinectes,15,17,33,155.76
c15t1pre,c15t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.881409,-76.175911,Callinectes,t1,bay,Chesapeake,300.4820702,20.29742909,1.089327313,40.83715399,0.141588225,0.053747298,NA,NA,NA,NA,NA,NA,openwater,15,17,33,155.76
c15t1hull,c15t1hull,boat,surface,hull,boat_surface_hull,37.881409,-76.175911,Callinectes,t1,bay,Chesapeake,300.4820702,20.29742909,1.089327313,40.83715399,0.141588225,0.053747298,NA,NA,NA,NA,NA,NA,Callinectes,15,17,33,155.76
c15t1post,c15t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.881409,-76.175911,Callinectes,t1,bay,Chesapeake,300.4820702,20.29742909,1.089327313,40.83715399,0.141588225,0.053747298,NA,NA,NA,NA,NA,NA,openwater,15,17,33,155.76
c15t1rear,c15t1rear,boat,surface,transom,boat_surface_transom,37.881409,-76.175911,Callinectes,t1,bay,Chesapeake,300.4820702,20.29742909,1.089327313,40.83715399,0.141588225,0.053747298,NA,NA,NA,NA,NA,NA,Callinectes,15,17,33,155.76
c15t1bw,c15t1bw,boat,bilge,water,boat_bilge_water,37.881409,-76.175911,Callinectes,t1,bay,Chesapeake,300.4820702,20.29742909,1.089327313,40.83715399,0.141588225,0.053747298,NA,NA,NA,NA,NA,NA,Callinectes,15,17,33,155.76
c15t3bf,c15t3bf,boat,bilge,biofilm,boat_bilge_biofilm,37.88509,-76.182495,Lookdown,t3,bay,Chesapeake,258.5194868,18.54112675,0.413956825,73.35440243,0.408060998,0.12749948,7978,81,27.22222222,8.78,6.44,-8.7,Lookdown,15,17,32,155.24
c15t3pre,c15t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.88509,-76.182495,Lookdown,t3,bay,Chesapeake,258.5194868,18.54112675,0.413956825,73.35440243,0.408060998,0.12749948,NA,NA,NA,NA,NA,NA,openwater,15,17,32,155.24
c15t3hull,c15t3hull,boat,surface,hull,boat_surface_hull,37.88509,-76.182495,Lookdown,t3,bay,Chesapeake,258.5194868,18.54112675,0.413956825,73.35440243,0.408060998,0.12749948,NA,NA,NA,NA,NA,NA,Lookdown,15,17,32,155.24
c15t3post,c15t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.88509,-76.182495,Lookdown,t3,bay,Chesapeake,258.5194868,18.54112675,0.413956825,73.35440243,0.408060998,0.12749948,NA,NA,NA,NA,NA,NA,openwater,15,17,32,155.24
c15t3rear,c15t3rear,boat,surface,transom,boat_surface_transom,37.88509,-76.182495,Lookdown,t3,bay,Chesapeake,258.5194868,18.54112675,0.413956825,73.35440243,0.408060998,0.12749948,NA,NA,NA,NA,NA,NA,Lookdown,15,17,32,155.24
c15t3bw,c15t3bw,boat,bilge,water,boat_bilge_water,37.88509,-76.182495,Lookdown,t3,bay,Chesapeake,258.5194868,18.54112675,0.413956825,73.35440243,0.408060998,0.12749948,NA,NA,NA,NA,NA,NA,Lookdown,15,17,32,155.24
c14t3bf,c14t3bf,boat,bilge,biofilm,boat_bilge_biofilm,38.040802,-76.287781,Lookdown,t3,bay,Chesapeake,289.3253516,20.46877566,0.156750443,40.78547065,1.427083538,0.100974017,12318,85.4,29.66666667,9.69,8.5,-32.7,Lookdown,14,16,31,136.52
c14t3pre,c14t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.040802,-76.287781,Lookdown,t3,bay,Chesapeake,289.3253516,20.46877566,0.156750443,40.78547065,1.427083538,0.100974017,NA,NA,NA,NA,NA,NA,openwater,14,16,31,136.52
c14t3hull,c14t3hull,boat,surface,hull,boat_surface_hull,38.040802,-76.287781,Lookdown,t3,bay,Chesapeake,289.3253516,20.46877566,0.156750443,40.78547065,1.427083538,0.100974017,NA,NA,NA,NA,NA,NA,Lookdown,14,16,31,136.52
c14t3post,c14t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.040802,-76.287781,Lookdown,t3,bay,Chesapeake,289.3253516,20.46877566,0.156750443,40.78547065,1.427083538,0.100974017,NA,NA,NA,NA,NA,NA,openwater,14,16,31,136.52
c14t3rear,c14t3rear,boat,surface,transom,boat_surface_transom,38.040802,-76.287781,Lookdown,t3,bay,Chesapeake,289.3253516,20.46877566,0.156750443,40.78547065,1.427083538,0.100974017,NA,NA,NA,NA,NA,NA,Lookdown,14,16,31,136.52
c14t3bw,c14t3bw,boat,bilge,water,boat_bilge_water,38.040802,-76.287781,Lookdown,t3,bay,Chesapeake,289.3253516,20.46877566,0.156750443,40.78547065,1.427083538,0.100974017,NA,NA,NA,NA,NA,NA,Lookdown,14,16,31,136.52
c14t1bf,c14t1bf,boat,bilge,biofilm,boat_bilge_biofilm,38.045586,-76.279732,Callinectes,t1,bay,Chesapeake,307.3093159,21.38976347,0.669670457,35.00204467,0.16153438,0.036464598,4306,76.7,24.83333333,8.19,8.14,57.4,Callinectes,14,16,30,136.11
c14t1pre,c14t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.045586,-76.279732,Callinectes,t1,bay,Chesapeake,307.3093159,21.38976347,0.669670457,35.00204467,0.16153438,0.036464598,NA,NA,NA,NA,NA,NA,openwater,14,16,30,136.11
c14t1hull,c14t1hull,boat,surface,hull,boat_surface_hull,38.045586,-76.279732,Callinectes,t1,bay,Chesapeake,307.3093159,21.38976347,0.669670457,35.00204467,0.16153438,0.036464598,NA,NA,NA,NA,NA,NA,Callinectes,14,16,30,136.11
c14t1post,c14t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.045586,-76.279732,Callinectes,t1,bay,Chesapeake,307.3093159,21.38976347,0.669670457,35.00204467,0.16153438,0.036464598,NA,NA,NA,NA,NA,NA,openwater,14,16,30,136.11
c14t1rear,c14t1rear,boat,surface,transom,boat_surface_transom,38.045586,-76.279732,Callinectes,t1,bay,Chesapeake,307.3093159,21.38976347,0.669670457,35.00204467,0.16153438,0.036464598,NA,NA,NA,NA,NA,NA,Callinectes,14,16,30,136.11
c14t1bw,c14t1bw,boat,bilge,water,boat_bilge_water,38.045586,-76.279732,Callinectes,t1,bay,Chesapeake,307.3093159,21.38976347,0.669670457,35.00204467,0.16153438,0.036464598,NA,NA,NA,NA,NA,NA,Callinectes,14,16,30,136.11
c13t2bf,c13t2bf,boat,bilge,biofilm,boat_bilge_biofilm,38.214413,-76.294403,Callinectes,t2,bay,Chesapeake,237.3716769,19.19081582,0.751332067,26.17420781,0.610175487,0.136932162,NA,NA,NA,NA,NA,NA,Callinectes,32,15,29,117.41
c13t2pre,c13t2pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.214413,-76.294403,Callinectes,t2,bay,Chesapeake,237.3716769,19.19081582,0.751332067,26.17420781,0.610175487,0.136932162,NA,NA,NA,NA,NA,NA,openwater,32,15,29,117.41
c13t2hull,c13t2hull,boat,surface,hull,boat_surface_hull,38.214413,-76.294403,Callinectes,t2,bay,Chesapeake,237.3716769,19.19081582,0.751332067,26.17420781,0.610175487,0.136932162,NA,NA,NA,NA,NA,NA,Callinectes,32,15,29,117.41
c13t2post,c13t2post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.214413,-76.294403,Callinectes,t2,bay,Chesapeake,237.3716769,19.19081582,0.751332067,26.17420781,0.610175487,0.136932162,NA,NA,NA,NA,NA,NA,openwater,32,15,29,117.41
c13t2rear,c13t2rear,boat,surface,transom,boat_surface_transom,38.214413,-76.294403,Callinectes,t2,bay,Chesapeake,237.3716769,19.19081582,0.751332067,26.17420781,0.610175487,0.136932162,NA,NA,NA,NA,NA,NA,Callinectes,32,15,29,117.41
c13t2bw,c13t2bw,boat,bilge,water,boat_bilge_water,38.214413,-76.294403,Callinectes,t2,bay,Chesapeake,237.3716769,19.19081582,0.751332067,26.17420781,0.610175487,0.136932162,NA,NA,NA,NA,NA,NA,Callinectes,32,15,29,117.41
c13t4bf,c13t4bf,boat,bilge,biofilm,boat_bilge_biofilm,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,Lookdown,32,15,28,116.51
c13t4pre,c13t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,openwater,32,15,28,116.51
c13t4hull,c13t4hull,boat,surface,hull,boat_surface_hull,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,Lookdown,32,15,28,116.51
c13t4post,c13t4post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,openwater,32,15,28,116.51
c13t4rear,c13t4rear,boat,surface,transom,boat_surface_transom,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,Lookdown,32,15,28,116.51
c13t4bw,c13t4bw,boat,bilge,water,boat_bilge_water,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,Lookdown,32,15,28,116.51
c13t3bf,c13t3bf,boat,bilge,biofilm,boat_bilge_biofilm,38.222752,-76.298485,Lookdown,t3,bay,Chesapeake,231.2937631,17.36311908,0.170218028,53.49630534,0.225794407,0.04925253,4128,82.8,28.22222222,11.24,8.51,-39.2,Lookdown,13,15,27,116.43
c13t3pre,c13t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.222752,-76.298485,Lookdown,t3,bay,Chesapeake,231.2937631,17.36311908,0.170218028,53.49630534,0.225794407,0.04925253,NA,NA,NA,NA,NA,NA,openwater,13,15,27,116.43
c13t3hull,c13t3hull,boat,surface,hull,boat_surface_hull,38.222752,-76.298485,Lookdown,t3,bay,Chesapeake,231.2937631,17.36311908,0.170218028,53.49630534,0.225794407,0.04925253,NA,NA,NA,NA,NA,NA,Lookdown,13,15,27,116.43
c13t3post,c13t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.222752,-76.298485,Lookdown,t3,bay,Chesapeake,231.2937631,17.36311908,0.170218028,53.49630534,0.225794407,0.04925253,NA,NA,NA,NA,NA,NA,openwater,13,15,27,116.43
c13t3rear,c13t3rear,boat,surface,transom,boat_surface_transom,38.222752,-76.298485,Lookdown,t3,bay,Chesapeake,231.2937631,17.36311908,0.170218028,53.49630534,0.225794407,0.04925253,NA,NA,NA,NA,NA,NA,Lookdown,13,15,27,116.43
c13t3bw,c13t3bw,boat,bilge,water,boat_bilge_water,38.222752,-76.298485,Lookdown,t3,bay,Chesapeake,231.2937631,17.36311908,0.170218028,53.49630534,0.225794407,0.04925253,NA,NA,NA,NA,NA,NA,Lookdown,13,15,27,116.43
c13t1bf,c13t1bf,boat,bilge,biofilm,boat_bilge_biofilm,38.231953,-76.29406,Callinectes,t1,bay,Chesapeake,309.8903478,26.95138755,0.146721225,52.86960421,0.436064221,0.188527036,3120,77,25,8.13,8.11,44.8,Callinectes,13,15,26,115.5
c13t1pre,c13t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.231953,-76.29406,Callinectes,t1,bay,Chesapeake,309.8903478,26.95138755,0.146721225,52.86960421,0.436064221,0.188527036,NA,NA,NA,NA,8.06,NA,openwater,13,15,26,115.5
c13t1hull,c13t1hull,boat,surface,hull,boat_surface_hull,38.231953,-76.29406,Callinectes,t1,bay,Chesapeake,309.8903478,26.95138755,0.146721225,52.86960421,0.436064221,0.188527036,NA,NA,NA,NA,8.06,NA,Callinectes,13,15,26,115.5
c13t1post,c13t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.231953,-76.29406,Callinectes,t1,bay,Chesapeake,309.8903478,26.95138755,0.146721225,52.86960421,0.436064221,0.188527036,NA,NA,NA,NA,8.06,NA,openwater,13,15,26,115.5
c13t1rear,c13t1rear,boat,surface,transom,boat_surface_transom,38.231953,-76.29406,Callinectes,t1,bay,Chesapeake,309.8903478,26.95138755,0.146721225,52.86960421,0.436064221,0.188527036,NA,NA,NA,NA,8.06,NA,Callinectes,13,15,26,115.5
c13t1bw,c13t1bw,boat,bilge,water,boat_bilge_water,38.231953,-76.29406,Callinectes,t1,bay,Chesapeake,309.8903478,26.95138755,0.146721225,52.86960421,0.436064221,0.188527036,NA,NA,NA,NA,8.06,NA,Callinectes,13,15,26,115.5
c12t3bf,c12t3bf,boat,bilge,biofilm,boat_bilge_biofilm,38.388554,-76.356644,Lookdown,t3,bay,Chesapeake,232.126354,19.44783568,0.444222161,56.25054904,0.273350758,0.058558599,4936,82.3,27.94444444,9.12,8.37,-33.7,Lookdown,12,14,25,97.39
c12t3pre,c12t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.388554,-76.356644,Lookdown,t3,bay,Chesapeake,232.126354,19.44783568,0.444222161,56.25054904,0.273350758,0.058558599,NA,NA,NA,NA,8.37,NA,openwater,12,14,25,97.39
c12t3hull,c12t3hull,boat,surface,hull,boat_surface_hull,38.388554,-76.356644,Lookdown,t3,bay,Chesapeake,232.126354,19.44783568,0.444222161,56.25054904,0.273350758,0.058558599,NA,NA,NA,NA,8.37,NA,Lookdown,12,14,25,97.39
c12t3post,c12t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.388554,-76.356644,Lookdown,t3,bay,Chesapeake,232.126354,19.44783568,0.444222161,56.25054904,0.273350758,0.058558599,NA,NA,NA,NA,8.37,NA,openwater,12,14,25,97.39
c12t3rear,c12t3rear,boat,surface,transom,boat_surface_transom,38.388554,-76.356644,Lookdown,t3,bay,Chesapeake,232.126354,19.44783568,0.444222161,56.25054904,0.273350758,0.058558599,NA,NA,NA,NA,8.37,NA,Lookdown,12,14,25,97.39
c12t3bw,c12t3bw,boat,bilge,water,boat_bilge_water,38.388554,-76.356644,Lookdown,t3,bay,Chesapeake,232.126354,19.44783568,0.444222161,56.25054904,0.273350758,0.058558599,NA,NA,NA,NA,8.37,NA,Lookdown,12,14,25,97.39
c12t1bf,c12t1bf,boat,bilge,biofilm,boat_bilge_biofilm,38.396645,-76.347069,Callinectes,t1,bay,Chesapeake,317.7999617,24.70960326,0.451305843,58.49941756,1.5904848,1.601720131,10920,76,24.44444444,7.53,7.99,66.9,Callinectes,12,14,24,96.65
c12t1pre,c12t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.396645,-76.347069,Callinectes,t1,bay,Chesapeake,317.7999617,24.70960326,0.451305843,58.49941756,1.5904848,1.601720131,NA,NA,NA,NA,7.99,NA,openwater,12,14,24,96.65
c12t1hull,c12t1hull,boat,surface,hull,boat_surface_hull,38.396645,-76.347069,Callinectes,t1,bay,Chesapeake,317.7999617,24.70960326,0.451305843,58.49941756,1.5904848,1.601720131,NA,NA,NA,NA,7.99,NA,Callinectes,12,14,24,96.65
c12t1post,c12t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.396645,-76.347069,Callinectes,t1,bay,Chesapeake,317.7999617,24.70960326,0.451305843,58.49941756,1.5904848,1.601720131,NA,NA,NA,NA,7.99,NA,openwater,12,14,24,96.65
c12t1rear,c12t1rear,boat,surface,transom,boat_surface_transom,38.396645,-76.347069,Callinectes,t1,bay,Chesapeake,317.7999617,24.70960326,0.451305843,58.49941756,1.5904848,1.601720131,NA,NA,NA,NA,7.99,NA,Callinectes,12,14,24,96.65
c12t1bw,c12t1bw,boat,bilge,water,boat_bilge_water,38.396645,-76.347069,Callinectes,t1,bay,Chesapeake,317.7999617,24.70960326,0.451305843,58.49941756,1.5904848,1.601720131,NA,NA,NA,NA,7.99,NA,Callinectes,12,14,24,96.65
c11t2bf,c11t2bf,boat,bilge,biofilm,boat_bilge_biofilm,38.550953,-76.427025,Callinectes,t2,bay,Chesapeake,212.643726,17.72723054,0.141079072,48.80031982,0.947491501,0.22897995,NA,NA,NA,NA,8.18,NA,Callinectes,33,13,23,78.6
c11t2pre,c11t2pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.550953,-76.427025,Callinectes,t2,bay,Chesapeake,212.643726,17.72723054,0.141079072,48.80031982,0.947491501,0.22897995,NA,NA,NA,NA,8.18,NA,openwater,33,13,23,78.6
c11t2hull,c11t2hull,boat,surface,hull,boat_surface_hull,38.550953,-76.427025,Callinectes,t2,bay,Chesapeake,212.643726,17.72723054,0.141079072,48.80031982,0.947491501,0.22897995,NA,NA,NA,NA,8.18,NA,Callinectes,33,13,23,78.6
c11t2post,c11t2post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.550953,-76.427025,Callinectes,t2,bay,Chesapeake,212.643726,17.72723054,0.141079072,48.80031982,0.947491501,0.22897995,NA,NA,NA,NA,8.18,NA,openwater,33,13,23,78.6
c11t2bw,c11t2bw,boat,bilge,water,boat_bilge_water,38.550953,-76.427025,Callinectes,t2,bay,Chesapeake,212.643726,17.72723054,0.141079072,48.80031982,0.947491501,0.22897995,NA,NA,NA,NA,8.18,NA,Callinectes,33,13,23,78.6
c11t4bf,c11t4bf,boat,bilge,biofilm,boat_bilge_biofilm,38.550953,-76.427025,Lookdown,t4,bay,Chesapeake,242.2839635,19.66201889,0.281337845,54.30880723,2.943482618,0.236133595,NA,NA,NA,NA,8.45,NA,Lookdown,33,13,23,78.6
c11t4pre,c11t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.550953,-76.427025,Lookdown,t4,bay,Chesapeake,242.2839635,19.66201889,0.281337845,54.30880723,2.943482618,0.236133595,NA,NA,NA,NA,8.45,NA,openwater,33,13,23,78.6
c11t4hull,c11t4hull,boat,surface,hull,boat_surface_hull,38.550953,-76.427025,Lookdown,t4,bay,Chesapeake,242.2839635,19.66201889,0.281337845,54.30880723,2.943482618,0.236133595,NA,NA,NA,NA,8.45,NA,Lookdown,33,13,23,78.6
c11t4post,c11t4post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.550953,-76.427025,Lookdown,t4,bay,Chesapeake,242.2839635,19.66201889,0.281337845,54.30880723,2.943482618,0.236133595,NA,NA,NA,NA,8.45,NA,openwater,33,13,23,78.6
c11t4rear,c11t4rear,boat,surface,transom,boat_surface_transom,38.550953,-76.427025,Lookdown,t4,bay,Chesapeake,242.2839635,19.66201889,0.281337845,54.30880723,2.943482618,0.236133595,NA,NA,NA,NA,8.45,NA,Lookdown,33,13,23,78.6
c11t4bw,c11t4bw,boat,bilge,water,boat_bilge_water,38.550953,-76.427025,Lookdown,t4,bay,Chesapeake,242.2839635,19.66201889,0.281337845,54.30880723,2.943482618,0.236133595,NA,NA,NA,NA,8.45,NA,Lookdown,33,13,23,78.6
c11t1bf,c11t1bf,boat,bilge,biofilm,boat_bilge_biofilm,38.558773,-76.417564,Callinectes,t1,bay,Chesapeake,313.3039706,23.86000985,0.127750723,52.77776208,2.208619097,1.622611307,11601,75.2,24,7.16,7.9,84.2,Callinectes,11,13,22,77.86
c11t1post,c11t1post,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.558773,-76.417564,Callinectes,t1,bay,Chesapeake,313.3039706,23.86000985,0.127750723,52.77776208,2.208619097,1.622611307,NA,NA,NA,NA,7.9,NA,openwater,11,13,22,77.86
c11t1pre,c11t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.558773,-76.417564,Callinectes,t1,bay,Chesapeake,313.3039706,23.86000985,0.127750723,52.77776208,2.208619097,1.622611307,NA,NA,NA,NA,7.9,NA,openwater,11,13,22,77.86
c11t1hull,c11t1hull,boat,surface,hull,boat_surface_hull,38.558773,-76.417564,Callinectes,t1,bay,Chesapeake,313.3039706,23.86000985,0.127750723,52.77776208,2.208619097,1.622611307,NA,NA,NA,NA,7.9,NA,Callinectes,11,13,22,77.86
c11t1rear,c11t1rear,boat,surface,transom,boat_surface_transom,38.558773,-76.417564,Callinectes,t1,bay,Chesapeake,313.3039706,23.86000985,0.127750723,52.77776208,2.208619097,1.622611307,NA,NA,NA,NA,7.9,NA,Callinectes,11,13,22,77.86
c11t1bw,c11t1bw,boat,bilge,water,boat_bilge_water,38.558773,-76.417564,Callinectes,t1,bay,Chesapeake,313.3039706,23.86000985,0.127750723,52.77776208,2.208619097,1.622611307,NA,NA,NA,NA,7.9,NA,Callinectes,11,13,22,77.86
c11t3bf,c11t3bf,boat,bilge,biofilm,boat_bilge_biofilm,38.558773,-76.417564,Lookdown,t3,bay,Chesapeake,199.1557528,15.54256177,0.562981772,60.65733896,0.30390866,0.055140043,11281,82.2,27.88888889,9.21,8.34,-18.2,Lookdown,11,13,22,77.86
c11t3pre,c11t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.558773,-76.417564,Lookdown,t3,bay,Chesapeake,199.1557528,15.54256177,0.562981772,60.65733896,0.30390866,0.055140043,NA,NA,NA,NA,8.34,NA,openwater,11,13,22,77.86
c11t3hull,c11t3hull,boat,surface,hull,boat_surface_hull,38.558773,-76.417564,Lookdown,t3,bay,Chesapeake,199.1557528,15.54256177,0.562981772,60.65733896,0.30390866,0.055140043,NA,NA,NA,NA,8.34,NA,Lookdown,11,13,22,77.86
c11t3post,c11t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.558773,-76.417564,Lookdown,t3,bay,Chesapeake,199.1557528,15.54256177,0.562981772,60.65733896,0.30390866,0.055140043,NA,NA,NA,NA,8.34,NA,openwater,11,13,22,77.86
c11t3rear,c11t3rear,boat,surface,transom,boat_surface_transom,38.558773,-76.417564,Lookdown,t3,bay,Chesapeake,199.1557528,15.54256177,0.562981772,60.65733896,0.30390866,0.055140043,NA,NA,NA,NA,8.34,NA,Lookdown,11,13,22,77.86
c11t3bw,c11t3bw,boat,bilge,water,boat_bilge_water,38.558773,-76.417564,Lookdown,t3,bay,Chesapeake,199.1557528,15.54256177,0.562981772,60.65733896,0.30390866,0.055140043,NA,NA,NA,NA,8.37,NA,Lookdown,11,13,22,77.86
c10t2bf,c10t2bf,boat,bilge,biofilm,boat_bilge_biofilm,38.747868,-76.442772,Callinectes,t2,bay,Chesapeake,197.0742754,18.4625929,0.167916295,55.20393643,4.400927545,0.105532092,NA,NA,NA,NA,8.17,NA,Callinectes,34,12,21,56.75
c10t2pre,c10t2pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.747868,-76.442772,Callinectes,t2,bay,Chesapeake,197.0742754,18.4625929,0.167916295,55.20393643,4.400927545,0.105532092,NA,NA,NA,NA,8.17,NA,openwater,34,12,21,56.75
c10t2hull,c10t2hull,boat,surface,hull,boat_surface_hull,38.747868,-76.442772,Callinectes,t2,bay,Chesapeake,197.0742754,18.4625929,0.167916295,55.20393643,4.400927545,0.105532092,NA,NA,NA,NA,8.17,NA,Callinectes,34,12,21,56.75
c10t2post,c10t2post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.747868,-76.442772,Callinectes,t2,bay,Chesapeake,197.0742754,18.4625929,0.167916295,55.20393643,4.400927545,0.105532092,NA,NA,NA,NA,8.17,NA,openwater,34,12,21,56.75
c10t2rear,c10t2rear,boat,surface,transom,boat_surface_transom,38.747868,-76.442772,Callinectes,t2,bay,Chesapeake,197.0742754,18.4625929,0.167916295,55.20393643,4.400927545,0.105532092,NA,NA,NA,NA,8.17,NA,Callinectes,34,12,21,56.75
c10t2bw,c10t2bw,boat,bilge,water,boat_bilge_water,38.747868,-76.442772,Callinectes,t2,bay,Chesapeake,197.0742754,18.4625929,0.167916295,55.20393643,4.400927545,0.105532092,NA,NA,NA,NA,8.17,NA,Callinectes,34,12,21,56.75
c10t4bf,c10t4bf,boat,bilge,biofilm,boat_bilge_biofilm,38.749214,-76.445251,Lookdown,t4,bay,Chesapeake,205.6499621,16.0780198,0.13040295,55.98889589,0.37956649,0.141173704,NA,NA,NA,NA,8.45,NA,Lookdown,34,12,20,56.56
c10t4pre,c10t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.749214,-76.445251,Lookdown,t4,bay,Chesapeake,205.6499621,16.0780198,0.13040295,55.98889589,0.37956649,0.141173704,NA,NA,NA,NA,8.45,NA,openwater,34,12,20,56.56
