location_sampled,sample_type,sample_description,sample_detail_description,latitude,longitude,boat_name,transit,location_description,location,npoc_um,tn_um,phosphate_umoll,silicate_umoll,nn_umoll,ammonia_umoll,tds_mgl,temp_f,temp_c,odo_mgl,ph,orp,location_sampled_w_boat_name,rownames,geographic_order,true_geographic_order,km_to_baltimore
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.88509,-76.182495,Lookdown,t3,bay,Chesapeake,258.5194868,18.54112675,0.413956825,73.35440243,0.408060998,0.12749948,NA,NA,NA,NA,NA,NA,openwater,c15t3post,15,32,155.24
boat,surface,transom,boat_surface_transom,37.88509,-76.182495,Lookdown,t3,bay,Chesapeake,258.5194868,18.54112675,0.413956825,73.35440243,0.408060998,0.12749948,NA,NA,NA,NA,NA,NA,Lookdown,c15t3rear,15,32,155.24
boat,bilge,water,boat_bilge_water,37.88509,-76.182495,Lookdown,t3,bay,Chesapeake,258.5194868,18.54112675,0.413956825,73.35440243,0.408060998,0.12749948,NA,NA,NA,NA,NA,NA,Lookdown,c15t3bw,15,32,155.24
boat,bilge,biofilm,boat_bilge_biofilm,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,3432,75.9,24.38888889,7.73,8,52.8,Callinectes,c17t1bf,17,38,199.82
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,NA,NA,NA,NA,NA,NA,openwater,c17t1pre,17,38,199.82
boat,surface,hull,boat_surface_hull,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,NA,NA,NA,NA,NA,NA,Callinectes,c17t1hull,17,38,199.82
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,NA,NA,NA,NA,NA,NA,openwater,c17t1post,17,38,199.82
boat,surface,transom,boat_surface_transom,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,NA,NA,NA,NA,NA,NA,Callinectes,c17t1rear,17,38,199.82
boat,bilge,water,boat_bilge_water,37.477249,-76.184242,Callinectes,t1,bay,Chesapeake,319.7149209,24.7524399,1.045111257,46.27761823,0.431642659,0.749613378,NA,NA,NA,NA,NA,NA,Callinectes,c17t1bw,17,38,199.82
boat,bilge,biofilm,boat_bilge_biofilm,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,3629,82.9,28.27777778,7.74,7.84,-9,Lookdown,c17t3bf,17,38,199.82
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,NA,NA,NA,NA,NA,NA,openwater,c17t3pre,17,38,199.82
boat,surface,hull,boat_surface_hull,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,NA,NA,NA,NA,NA,NA,Lookdown,c17t3hull,17,38,199.82
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,NA,NA,NA,NA,NA,NA,openwater,c17t3post,17,38,199.82
boat,surface,transom,boat_surface_transom,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,NA,NA,NA,NA,NA,NA,Lookdown,c17t3rear,17,38,199.82
boat,bilge,water,boat_bilge_water,37.477249,-76.184242,Lookdown,t3,bay,Chesapeake,293.6548244,19.64774001,0.281876549,75.57156861,0.170672274,0.033869028,NA,NA,NA,NA,NA,NA,Lookdown,c17t3bw,17,38,199.82
boat,bilge,biofilm,boat_bilge_biofilm,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,18783,83.2,28.44444444,6.65,8.06,-51.4,Lookdown,c20t3bf,20,48,252.21
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,NA,NA,NA,NA,NA,NA,openwater,c20t3pre,20,48,252.21
boat,surface,hull,boat_surface_hull,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,c20t3hull,20,48,252.21
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,NA,NA,NA,NA,NA,NA,openwater,c20t3post,20,48,252.21
boat,surface,transom,boat_surface_transom,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,c20t3rear,20,48,252.21
boat,bilge,water,boat_bilge_water,37.001083,-76.187363,Lookdown,t3,bay,Chesapeake,341.6120626,19.02660869,0.324091305,50.30138264,0.187572464,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,c20t3bw,20,48,252.21
boat,bilge,biofilm,boat_bilge_biofilm,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,13692,81.4,27.44444444,8.97,7.53,1.7,Lookdown,c16t3bf,16,36,174.47
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,NA,NA,NA,NA,NA,NA,openwater,c16t3pre,16,36,174.47
boat,surface,hull,boat_surface_hull,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,NA,NA,NA,NA,NA,NA,Lookdown,c16t3hull,16,36,174.47
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,NA,NA,NA,NA,NA,NA,openwater,c16t3post,16,36,174.47
boat,surface,transom,boat_surface_transom,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,NA,NA,NA,NA,NA,NA,Lookdown,c16t3rear,16,36,174.47
boat,bilge,water,boat_bilge_water,37.707645,-76.190971,Lookdown,t3,bay,Chesapeake,219.3044535,15.37835464,0.241620714,46.54183999,0.274333327,0.041402512,NA,NA,NA,NA,NA,NA,Lookdown,c16t3bw,16,36,174.47
boat,bilge,biofilm,boat_bilge_biofilm,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,314,77.3,25.16666667,7.71,8.04,39.6,Callinectes,c18t1bf,18,41,219.56
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,NA,NA,NA,NA,NA,NA,openwater,c18t1pre,18,41,219.56
boat,surface,hull,boat_surface_hull,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,NA,NA,NA,NA,NA,NA,Callinectes,c18t1hull,18,41,219.56
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,NA,NA,NA,NA,NA,NA,openwater,c18t1post,18,41,219.56
boat,surface,transom,boat_surface_transom,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,NA,NA,NA,NA,NA,NA,Callinectes,c18t1rear,18,41,219.56
boat,bilge,water,boat_bilge_water,37.296711,-76.192955,Callinectes,t1,bay,Chesapeake,300.4820702,21.1827197,0.265988753,24.74127273,0.180399709,0.073245729,NA,NA,NA,NA,NA,NA,Callinectes,c18t1bw,18,41,219.56
boat,bilge,biofilm,boat_bilge_biofilm,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,810,79.2,26.22222222,7.84,8.08,22.1,Callinectes,c20t1bf,20,47,251.58
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,NA,NA,NA,NA,NA,NA,openwater,c20t1pre,20,47,251.58
boat,surface,hull,boat_surface_hull,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,NA,NA,NA,NA,NA,NA,Callinectes,c20t1hull,20,47,251.58
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,NA,NA,NA,NA,NA,NA,openwater,c20t1post,20,47,251.58
boat,surface,transom,boat_surface_transom,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,NA,NA,NA,NA,NA,NA,Callinectes,c20t1rear,20,47,251.58
boat,bilge,water,boat_bilge_water,37.005707,-76.198166,Callinectes,t1,bay,Chesapeake,307.8921295,19.19795526,0.665021341,33.16976397,0.144241162,0.02582909,NA,NA,NA,NA,NA,NA,Callinectes,c20t1bw,20,47,251.58
boat,bilge,biofilm,boat_bilge_biofilm,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,Callinectes,c19t2bf,29,46,241.53
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,openwater,c19t2pre,29,46,241.53
boat,surface,hull,boat_surface_hull,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,Callinectes,c19t2hull,29,46,241.53
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,openwater,c19t2post,29,46,241.53
boat,surface,transom,boat_surface_transom,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,Callinectes,c19t2rear,29,46,241.53
boat,bilge,water,boat_bilge_water,37.096062,-76.205406,Callinectes,t2,bay,Chesapeake,259.8516323,19.12656086,0.182853071,32.30240005,0.423782105,0.139844266,NA,NA,NA,NA,NA,NA,Callinectes,c19t2bw,29,46,241.53
boat,bilge,biofilm,boat_bilge_biofilm,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,17163,82.3,27.94444444,7.11,7.92,-8.7,Lookdown,c18t3bf,18,42,220.61
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,NA,NA,NA,NA,NA,NA,openwater,c18t3pre,18,42,220.61
boat,surface,hull,boat_surface_hull,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,c18t3hull,18,42,220.61
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,NA,NA,NA,NA,NA,NA,openwater,c18t3post,18,42,220.61
boat,surface,transom,boat_surface_transom,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,c18t3rear,18,42,220.61
boat,bilge,water,boat_bilge_water,37.285591,-76.207352,Lookdown,t3,bay,Chesapeake,239.1201179,15.91381268,0.119873748,48.93803201,0.085483522,<0.02,NA,NA,NA,NA,NA,NA,Lookdown,c18t3bw,18,42,220.61
boat,bilge,biofilm,boat_bilge_biofilm,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,638,76.9,24.94444444,8.09,8.17,55.7,Callinectes,c16t1bf,16,37,174.59
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,NA,NA,NA,NA,NA,NA,openwater,c16t1pre,16,37,174.59
boat,surface,hull,boat_surface_hull,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,NA,NA,NA,NA,NA,NA,Callinectes,c16t1hull,16,37,174.59
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,NA,NA,NA,NA,NA,NA,openwater,c16t1post,16,37,174.59
boat,surface,transom,boat_surface_transom,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,NA,NA,NA,NA,NA,NA,Callinectes,c16t1rear,16,37,174.59
boat,bilge,water,boat_bilge_water,37.703762,-76.210976,Callinectes,t1,bay,Chesapeake,237.9544906,18.59824227,0.502747429,27.89843333,2.9389628,0.042288805,NA,NA,NA,NA,NA,NA,Callinectes,c16t1bw,16,37,174.59
boat,bilge,biofilm,boat_bilge_biofilm,37.111141,-76.212959,Callinectes,t1,bay,Chesapeake,309.9736069,20.97567593,0.756470431,34.22684899,0.188849804,0.029564179,2542,78.9,26.05555556,7.64,8.07,15.2,Callinectes,c19t1bf,19,43,239.79
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.111141,-76.212959,Callinectes,t1,bay,Chesapeake,309.9736069,20.97567593,0.756470431,34.22684899,0.188849804,0.029564179,NA,NA,NA,NA,NA,NA,openwater,c19t1pre,19,43,239.79
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.111141,-76.212959,Callinectes,t1,bay,Chesapeake,309.9736069,20.97567593,0.756470431,34.22684899,0.188849804,0.029564179,NA,NA,NA,NA,NA,NA,openwater,c19t1post,19,43,239.79
boat,bilge,water,boat_bilge_water,37.111141,-76.212959,Callinectes,t1,bay,Chesapeake,309.9736069,20.97567593,0.756470431,34.22684899,0.188849804,0.029564179,NA,NA,NA,NA,NA,NA,Callinectes,c19t1bw,19,43,239.79
boat,bilge,biofilm,boat_bilge_biofilm,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,18594,82.4,28,7.59,8.01,-12.9,Lookdown,c19t3bf,19,44,241.03
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,NA,NA,NA,NA,NA,NA,openwater,c19t3pre,19,44,241.03
boat,surface,hull,boat_surface_hull,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,NA,NA,NA,NA,NA,NA,Lookdown,c19t3hull,19,44,241.03
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,NA,NA,NA,NA,NA,NA,openwater,c19t3post,19,44,241.03
boat,surface,transom,boat_surface_transom,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,NA,NA,NA,NA,NA,NA,Lookdown,c19t3rear,19,44,241.03
boat,bilge,water,boat_bilge_water,37.099457,-76.217072,Lookdown,t3,bay,Chesapeake,291.7398653,18.28410689,0.08005867,44.25581772,0.753925364,0.087109873,NA,NA,NA,NA,NA,NA,Lookdown,c19t3bw,19,44,241.03
boat,bilge,biofilm,boat_bilge_biofilm,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,Lookdown,c19t4bf,29,45,241.3
openwater,filter,glass_fiber,openwater_filter_glass_fiber,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,openwater,c19t4pre,29,45,241.3
boat,surface,hull,boat_surface_hull,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,Lookdown,c19t4hull,29,45,241.3
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,openwater,c19t4post,29,45,241.3
boat,surface,transom,boat_surface_transom,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,Lookdown,c19t4rear,29,45,241.3
boat,bilge,water,boat_bilge_water,37.096905,-76.21804,Lookdown,t4,bay,Chesapeake,249.4442455,19.00519037,0.143233885,34.98778766,0.895710103,0.054253751,NA,NA,NA,NA,NA,NA,Lookdown,c19t4bw,29,45,241.3
boat,bilge,biofilm,boat_bilge_biofilm,38.990524,-76.236328,Callinectes,t2,port,Norfolk,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,Callinectes,c27t2bf,NA,10,39.68
openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.990524,-76.236328,Callinectes,t2,port,Norfolk,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,openwater,c27t2pre,NA,10,39.68
boat,surface,hull,boat_surface_hull,38.990524,-76.236328,Callinectes,t2,port,Norfolk,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,Callinectes,c27t2hull,NA,10,39.68
boat,surface,transom,boat_surface_transom,38.990524,-76.236328,Callinectes,t2,port,Norfolk,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,Callinectes,c27t2rear,NA,10,39.68
boat,bilge,water,boat_bilge_water,38.990524,-76.236328,Callinectes,t2,port,Norfolk,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,Callinectes,c27t2bw,NA,10,39.68
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.990524,-76.236328,Callinectes,t2,port,Norfolk,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,openwater,c27t2post,NA,10,39.68
boat,bilge,biofilm,boat_bilge_biofilm,38.990524,-76.236328,Lookdown,t4,port,Norfolk,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,Lookdown,c27t4bf,NA,10,39.68
openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.990524,-76.236328,Lookdown,t4,port,Norfolk,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,openwater,c27t4pre,NA,10,39.68
boat,surface,hull,boat_surface_hull,38.990524,-76.236328,Lookdown,t4,port,Norfolk,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,Lookdown,c27t4hull,NA,10,39.68
boat,surface,transom,boat_surface_transom,38.990524,-76.236328,Lookdown,t4,port,Norfolk,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,Lookdown,c27t4rear,NA,10,39.68
boat,bilge,water,boat_bilge_water,38.990524,-76.236328,Lookdown,t4,port,Norfolk,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,Lookdown,c27t4bw,NA,10,39.68
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.990524,-76.236328,Lookdown,t4,port,Norfolk,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,openwater,c27t4post,NA,10,39.68
boat,bilge,biofilm,boat_bilge_biofilm,38.045586,-76.279732,Callinectes,t1,bay,Chesapeake,307.3093159,21.38976347,0.669670457,35.00204467,0.16153438,0.036464598,4306,76.7,24.83333333,8.19,8.14,57.4,Callinectes,c14t1bf,14,30,136.11
openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.045586,-76.279732,Callinectes,t1,bay,Chesapeake,307.3093159,21.38976347,0.669670457,35.00204467,0.16153438,0.036464598,NA,NA,NA,NA,NA,NA,openwater,c14t1pre,14,30,136.11
boat,surface,hull,boat_surface_hull,38.045586,-76.279732,Callinectes,t1,bay,Chesapeake,307.3093159,21.38976347,0.669670457,35.00204467,0.16153438,0.036464598,NA,NA,NA,NA,NA,NA,Callinectes,c14t1hull,14,30,136.11
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.045586,-76.279732,Callinectes,t1,bay,Chesapeake,307.3093159,21.38976347,0.669670457,35.00204467,0.16153438,0.036464598,NA,NA,NA,NA,NA,NA,openwater,c14t1post,14,30,136.11
