location_sampled,sample_type,sample_description,sample_detail_description,latitude,longitude,boat_name,transit,location_description,location,npoc_um,tn_um,phosphate_umoll,silicate_umoll,nn_umoll,ammonia_umoll,tds_mgl,temp_f,temp_c,odo_mgl,ph,orp,location_sampled_w_boat_name,rownames,geographic_order,true_geographic_order,km_to_baltimore
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.85009,-76.300941,Callinectes,t2,port,Norfolk,570.9076074,42.28690555,1.732996562,55.57575933,5.614891819,11.53939931,NA,NA,NA,NA,NA,NA,openwater,c25t2post,26,58,267.88
boat,surface,transom,boat_surface_transom,36.85009,-76.300941,Callinectes,t2,port,Norfolk,570.9076074,42.28690555,1.732996562,55.57575933,5.614891819,11.53939931,NA,NA,NA,NA,NA,NA,Callinectes,c25t2rear,26,58,267.88
boat,bilge,water,boat_bilge_water,36.85009,-76.300941,Callinectes,t2,port,Norfolk,570.9076074,42.28690555,1.732996562,55.57575933,5.614891819,11.53939931,NA,NA,NA,NA,NA,NA,Callinectes,c25t2bw,26,58,267.88
boat,bilge,biofilm,boat_bilge_biofilm,36.85009,-76.300941,Lookdown,t4,port,Norfolk,621.5291365,41.94421241,1.644600233,53.86812824,5.095800499,9.032964648,NA,NA,NA,NA,NA,NA,Lookdown,c25t4bf,26,58,267.88
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.85009,-76.300941,Lookdown,t4,port,Norfolk,621.5291365,41.94421241,1.644600233,53.86812824,5.095800499,9.032964648,NA,NA,NA,NA,NA,NA,openwater,c25t4pre,26,58,267.88
boat,surface,hull,boat_surface_hull,36.85009,-76.300941,Lookdown,t4,port,Norfolk,621.5291365,41.94421241,1.644600233,53.86812824,5.095800499,9.032964648,NA,NA,NA,NA,NA,NA,Lookdown,c25t4hull,26,58,267.88
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.85009,-76.300941,Lookdown,t4,port,Norfolk,621.5291365,41.94421241,1.644600233,53.86812824,5.095800499,9.032964648,NA,NA,NA,NA,NA,NA,openwater,c25t4post,26,58,267.88
boat,bilge,water,boat_bilge_water,36.85009,-76.300941,Lookdown,t4,port,Norfolk,621.5291365,41.94421241,1.644600233,53.86812824,5.095800499,9.032964648,NA,NA,NA,NA,NA,NA,Lookdown,c25t4bw,26,58,267.88
boat,bilge,biofilm,boat_bilge_biofilm,36.850395,-76.300949,Callinectes,t1,port,Norfolk,593.9703764,40.92327243,1.716100865,54.74948622,5.22825083,9.878424208,553,80.7,27.05555556,6.4,8.1,9.6,Callinectes,c25t1bf,25,57,267.85
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.850395,-76.300949,Callinectes,t1,port,Norfolk,593.9703764,40.92327243,1.716100865,54.74948622,5.22825083,9.878424208,NA,NA,NA,NA,NA,NA,openwater,c25t1pre,25,57,267.85
boat,surface,hull,boat_surface_hull,36.850395,-76.300949,Callinectes,t1,port,Norfolk,593.9703764,40.92327243,1.716100865,54.74948622,5.22825083,9.878424208,NA,NA,NA,NA,NA,NA,Callinectes,c25t1hull,25,57,267.85
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.850395,-76.300949,Callinectes,t1,port,Norfolk,593.9703764,40.92327243,1.716100865,54.74948622,5.22825083,9.878424208,NA,NA,NA,NA,NA,NA,openwater,c25t1post,25,57,267.85
boat,surface,transom,boat_surface_transom,36.850395,-76.300949,Callinectes,t1,port,Norfolk,593.9703764,40.92327243,1.716100865,54.74948622,5.22825083,9.878424208,NA,NA,NA,NA,NA,NA,Callinectes,c25t1rear,25,57,267.85
boat,bilge,biofilm,boat_bilge_biofilm,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,4735,NA,NA,NA,NA,NA,Lookdown,c25t3bf,25,57,267.85
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,NA,NA,NA,NA,NA,NA,openwater,c25t3pre,25,57,267.85
boat,surface,hull,boat_surface_hull,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,NA,NA,NA,NA,NA,NA,Lookdown,c25t3hull,25,57,267.85
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,NA,NA,NA,NA,NA,NA,openwater,c25t3post,25,57,267.85
boat,surface,transom,boat_surface_transom,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,NA,NA,NA,NA,NA,NA,Lookdown,c25t3rear,25,57,267.85
boat,bilge,water,boat_bilge_water,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,NA,NA,NA,NA,NA,NA,Lookdown,c25t3bw,25,57,267.85
boat,bilge,biofilm,boat_bilge_biofilm,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,Lookdown,c13t4bf,32,28,116.51
openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,openwater,c13t4pre,32,28,116.51
boat,surface,hull,boat_surface_hull,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,Lookdown,c13t4hull,32,28,116.51
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,openwater,c13t4post,32,28,116.51
boat,surface,transom,boat_surface_transom,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,Lookdown,c13t4rear,32,28,116.51
boat,bilge,water,boat_bilge_water,38.221504,-76.302353,Lookdown,t4,bay,Chesapeake,234.0413132,18.3911985,0.097688962,46.44544146,0.197005129,0.171940709,NA,NA,NA,NA,NA,NA,Lookdown,c13t4bw,32,28,116.51
boat,bilge,biofilm,boat_bilge_biofilm,36.988255,-76.30648,Lookdown,t4,port,Norfolk,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,Lookdown,c21t4bf,28,50,252.53
boat,bilge,biofilm,boat_bilge_biofilm,36.988255,-76.30648,Lookdown,t4,port,Norfolk,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,Lookdown,c21t4bw,28,50,252.53
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.988255,-76.30648,Lookdown,t4,port,Norfolk,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,openwater,c21t4post,28,50,252.53
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.988255,-76.30648,Lookdown,t4,port,Norfolk,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,openwater,c21t4pre,28,50,252.53
boat,surface,hull,boat_surface_hull,36.988255,-76.30648,Lookdown,t4,port,Norfolk,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,Lookdown,c21t4hull,28,50,252.53
boat,surface,transom,boat_surface_transom,36.988255,-76.30648,Lookdown,t4,port,Norfolk,293.238529,17.99852928,0.302690089,48.93803201,0.309411048,0.075144927,NA,NA,NA,NA,NA,NA,Lookdown,c21t4rear,28,50,252.53
boat,bilge,biofilm,boat_bilge_biofilm,38.850761,-76.307816,Callinectes,t2,port,Norfolk,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,Callinectes,c26t2bf,NA,13,49.22
openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.850761,-76.307816,Callinectes,t2,port,Norfolk,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,openwater,c26t2pre,NA,13,49.22
boat,surface,hull,boat_surface_hull,38.850761,-76.307816,Callinectes,t2,port,Norfolk,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,Callinectes,c26t2hull,NA,13,49.22
boat,surface,transom,boat_surface_transom,38.850761,-76.307816,Callinectes,t2,port,Norfolk,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,Callinectes,c26t2rear,NA,13,49.22
boat,bilge,water,boat_bilge_water,38.850761,-76.307816,Callinectes,t2,port,Norfolk,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,Callinectes,c26t2bw,NA,13,49.22
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.850761,-76.307816,Callinectes,t2,port,Norfolk,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,openwater,c26t2post,NA,13,49.22
boat,bilge,biofilm,boat_bilge_biofilm,36.989117,-76.308327,Callinectes,t2,port,Norfolk,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,Callinectes,c21t2bf,28,51,252.42
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.989117,-76.308327,Callinectes,t2,port,Norfolk,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,openwater,c21t2pre,28,51,252.42
boat,surface,hull,boat_surface_hull,36.989117,-76.308327,Callinectes,t2,port,Norfolk,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,Callinectes,c21t2hull,28,51,252.42
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.989117,-76.308327,Callinectes,t2,port,Norfolk,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,openwater,c21t2post,28,51,252.42
boat,surface,transom,boat_surface_transom,36.989117,-76.308327,Callinectes,t2,port,Norfolk,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,Callinectes,c21t2rear,28,51,252.42
boat,bilge,water,boat_bilge_water,36.989117,-76.308327,Callinectes,t2,port,Norfolk,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,Callinectes,c21t2bw,28,51,252.42
boat,bilge,biofilm,boat_bilge_biofilm,38.845798,-76.311913,Lookdown,t4,port,Norfolk,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,Lookdown,c26t4bf,NA,14,49.57
openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.845798,-76.311913,Lookdown,t4,port,Norfolk,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,openwater,c26t4pre,NA,14,49.57
boat,surface,hull,boat_surface_hull,38.845798,-76.311913,Lookdown,t4,port,Norfolk,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,Lookdown,c26t4hull,NA,14,49.57
boat,surface,transom,boat_surface_transom,38.845798,-76.311913,Lookdown,t4,port,Norfolk,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,Lookdown,c26t4rear,NA,14,49.57
boat,bilge,water,boat_bilge_water,38.845798,-76.311913,Lookdown,t4,port,Norfolk,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,Lookdown,c26t4bw,NA,14,49.57
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.845798,-76.311913,Lookdown,t4,port,Norfolk,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,openwater,c26t4post,NA,14,49.57
boat,bilge,biofilm,boat_bilge_biofilm,39.142773,-76.329979,Callinectes,t1,port,Baltimore,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,5731,74.8,23.77777778,7.45,6.79,277.8,Callinectes,c1t1bf,5,7,22.5
openwater,filter,glass_fiber,openwater_filter_glass_fiber,39.142773,-76.329979,Callinectes,t1,port,Baltimore,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,NA,NA,NA,NA,NA,NA,openwater,c1t1pre,5,7,22.5
boat,surface,hull,boat_surface_hull,39.142773,-76.329979,Callinectes,t1,port,Baltimore,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,NA,NA,NA,NA,NA,NA,Callinectes,c1t1hull,5,7,22.5
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,39.142773,-76.329979,Callinectes,t1,port,Baltimore,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,NA,NA,NA,NA,NA,NA,openwater,c1t1post,5,7,22.5
boat,surface,transom,boat_surface_transom,39.142773,-76.329979,Callinectes,t1,port,Baltimore,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,NA,NA,NA,NA,NA,NA,Callinectes,c1t1rear,5,7,22.5
boat,bilge,water,boat_bilge_water,39.142773,-76.329979,Callinectes,t1,port,Baltimore,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,NA,NA,NA,NA,NA,NA,Callinectes,c1t1bw,5,7,22.5
boat,bilge,biofilm,boat_bilge_biofilm,39.142773,-76.329979,Lookdown,t3,port,Baltimore,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,5843,76.6,24.77777778,7.76,8.4,-43.1,Lookdown,c1t3bf,5,7,22.5
openwater,filter,glass_fiber,openwater_filter_glass_fiber,39.142773,-76.329979,Lookdown,t3,port,Baltimore,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,NA,NA,NA,NA,NA,NA,openwater,c1t3pre,5,7,22.5
boat,surface,hull,boat_surface_hull,39.142773,-76.329979,Lookdown,t3,port,Baltimore,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,NA,NA,NA,NA,NA,NA,Lookdown,c1t3hull,5,7,22.5
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,39.142773,-76.329979,Lookdown,t3,port,Baltimore,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,NA,NA,NA,NA,NA,NA,openwater,c1t3post,5,7,22.5
boat,surface,transom,boat_surface_transom,39.142773,-76.329979,Lookdown,t3,port,Baltimore,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,NA,NA,NA,NA,NA,NA,Lookdown,c1t3rear,5,7,22.5
boat,bilge,water,boat_bilge_water,39.142773,-76.329979,Lookdown,t3,port,Baltimore,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,NA,NA,NA,NA,NA,NA,Lookdown,c1t3bw,5,7,22.5
boat,bilge,biofilm,boat_bilge_biofilm,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,18035,81.8,27.66666667,5.93,8.12,-4.5,Callinectes,c24t1bf,24,56,264.63
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,NA,NA,NA,NA,NA,NA,openwater,c24t1pre,24,56,264.63
boat,surface,hull,boat_surface_hull,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,NA,NA,NA,NA,NA,NA,Callinectes,c24t1hull,24,56,264.63
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,NA,NA,NA,NA,NA,NA,openwater,c24t1post,24,56,264.63
boat,surface,transom,boat_surface_transom,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,NA,NA,NA,NA,NA,NA,Callinectes,c24t1rear,24,56,264.63
boat,bilge,water,boat_bilge_water,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,NA,NA,NA,NA,NA,NA,Callinectes,c24t1bw,24,56,264.63
boat,bilge,biofilm,boat_bilge_biofilm,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,4425,NA,NA,NA,NA,NA,Lookdown,c24t3bf,24,56,264.63
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,NA,NA,NA,NA,NA,NA,openwater,c24t3pre,24,56,264.63
boat,surface,hull,boat_surface_hull,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,NA,NA,NA,NA,NA,NA,Lookdown,c24t3hull,24,56,264.63
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,NA,NA,NA,NA,NA,NA,openwater,c24t3post,24,56,264.63
boat,surface,transom,boat_surface_transom,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,NA,NA,NA,NA,NA,NA,Lookdown,c24t3rear,24,56,264.63
boat,bilge,water,boat_bilge_water,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,NA,NA,NA,NA,NA,NA,Lookdown,c24t3bw,24,56,264.63
boat,bilge,biofilm,boat_bilge_biofilm,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,Lookdown,c23t4bf,27,54,259.33
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,openwater,c23t4pre,27,54,259.33
boat,surface,hull,boat_surface_hull,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,Lookdown,c23t4hull,27,54,259.33
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,openwater,c23t4post,27,54,259.33
boat,surface,transom,boat_surface_transom,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,Lookdown,c23t4rear,27,54,259.33
boat,bilge,water,boat_bilge_water,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,Lookdown,c23t4bw,27,54,259.33
boat,bilge,biofilm,boat_bilge_biofilm,36.925785,-76.337593,Callinectes,t2,port,Norfolk,260.517705,21.5182734,0.73590556,58.31623181,3.495981292,3.087399275,NA,NA,NA,NA,NA,NA,Callinectes,c23t2bf,27,53,259.24
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.925785,-76.337593,Callinectes,t2,port,Norfolk,260.517705,21.5182734,0.73590556,58.31623181,3.495981292,3.087399275,NA,NA,NA,NA,NA,NA,openwater,c23t2pre,27,53,259.24
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.925785,-76.337593,Callinectes,t2,port,Norfolk,260.517705,21.5182734,0.73590556,58.31623181,3.495981292,3.087399275,NA,NA,NA,NA,NA,NA,openwater,c23t2post,27,53,259.24
boat,surface,transom,boat_surface_transom,36.925785,-76.337593,Callinectes,t2,port,Norfolk,260.517705,21.5182734,0.73590556,58.31623181,3.495981292,3.087399275,NA,NA,NA,NA,NA,NA,Callinectes,c23t2rear,27,53,259.24
boat,bilge,water,boat_bilge_water,36.925785,-76.337593,Callinectes,t2,port,Norfolk,260.517705,21.5182734,0.73590556,58.31623181,3.495981292,3.087399275,NA,NA,NA,NA,NA,NA,Callinectes,c23t2bw,27,53,259.24
boat,bilge,biofilm,boat_bilge_biofilm,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,702,80,26.66666667,7.44,8.14,2.4,Callinectes,c23t1bf,23,55,259.64
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,NA,NA,NA,NA,NA,NA,openwater,c23t1pre,23,55,259.64
boat,surface,hull,boat_surface_hull,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,NA,NA,NA,NA,NA,NA,Callinectes,c23t1hull,23,55,259.64
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,NA,NA,NA,NA,NA,NA,openwater,c23t1post,23,55,259.64
boat,surface,transom,boat_surface_transom,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,NA,NA,NA,NA,NA,NA,Callinectes,c23t1rear,23,55,259.64
boat,bilge,water,boat_bilge_water,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,NA,NA,NA,NA,NA,NA,Callinectes,c23t1bw,23,55,259.64
boat,bilge,biofilm,boat_bilge_biofilm,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,4666,NA,NA,NA,NA,NA,Lookdown,c23t3bf,23,55,259.64
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,NA,NA,NA,NA,NA,NA,openwater,c23t3pre,23,55,259.64
boat,surface,hull,boat_surface_hull,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,NA,NA,NA,NA,NA,NA,Lookdown,c23t3hull,23,55,259.64
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,NA,NA,NA,NA,NA,NA,openwater,c23t3post,23,55,259.64
boat,surface,transom,boat_surface_transom,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,NA,NA,NA,NA,NA,NA,Lookdown,c23t3rear,23,55,259.64
boat,bilge,water,boat_bilge_water,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,NA,NA,NA,NA,NA,NA,Lookdown,c23t3bw,23,55,259.64
boat,bilge,biofilm,boat_bilge_biofilm,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,771,80,26.66666667,7.39,8.11,-3.7,Callinectes,c22t1bf,22,52,254.41
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,NA,NA,NA,NA,NA,NA,openwater,c22t1pre,22,52,254.41
boat,surface,hull,boat_surface_hull,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,NA,NA,NA,NA,NA,NA,Callinectes,c22t1hull,22,52,254.41
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,NA,NA,NA,NA,NA,NA,openwater,c22t1post,22,52,254.41
boat,surface,transom,boat_surface_transom,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,NA,NA,NA,NA,NA,NA,Callinectes,c22t1rear,22,52,254.41
boat,bilge,water,boat_bilge_water,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,NA,NA,NA,NA,NA,NA,Callinectes,c22t1bw,22,52,254.41
boat,bilge,biofilm,boat_bilge_biofilm,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,5310,NA,NA,NA,NA,NA,Lookdown,c22t3bf,22,52,254.41
openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,NA,NA,NA,NA,NA,NA,openwater,c22t3pre,22,52,254.41
boat,surface,hull,boat_surface_hull,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,NA,NA,NA,NA,NA,NA,Lookdown,c22t3hull,22,52,254.41
openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,NA,NA,NA,NA,NA,NA,openwater,c22t3post,22,52,254.41
boat,surface,transom,boat_surface_transom,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,NA,NA,NA,NA,NA,NA,Lookdown,c22t3rear,22,52,254.41
boat,bilge,water,boat_bilge_water,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,NA,NA,NA,NA,NA,NA,Lookdown,c22t3bw,22,52,254.41
boat,bilge,biofilm,boat_bilge_biofilm,38.396645,-76.347069,Callinectes,t1,bay,Chesapeake,317.7999617,24.70960326,0.451305843,58.49941756,1.5904848,1.601720131,10920,76,24.44444444,7.53,7.99,66.9,Callinectes,c12t1bf,12,24,96.65
