"","taxon","Kingdom","Phylum","Class","Order","Family","Genus","Species","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Comparison","threshold","Enriched_Genus"
"1","sp1","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,756.653846153846,2.74193546529709,0.270965350622905,10.1191368527151,4.54405121989828e-24,2.07208735627361e-21,"Baltimore vs. Norfolk","Enriched","Cyanobium PCC-6307"
"2","sp2","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,475.942307692308,-0.48046179540079,0.290652903571627,-1.6530431641891,0.0983220791486331,0.25131652517812,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"3","sp3","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,480.538461538462,2.77834059022831,0.283823258590828,9.78898136827359,1.25554356344221e-22,4.08948474949749e-20,"Baltimore vs. Norfolk","Enriched","Cyanobium PCC-6307"
"4","sp4","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,300.442307692308,-0.482679999648091,0.300229963768715,-1.60770095559125,0.10790068919634,0.267479060064323,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"5","sp6","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA,113.961538461538,-1.99347434500402,0.736455481121737,-2.70684976363764,0.00679249887037425,0.033162521251506,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"6","sp8","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,42.9038461538462,5.24651503660275,0.771746848084046,6.79823318958523,1.05909932733625e-11,5.74939634839678e-10,"Baltimore vs. Norfolk","Enriched","Synechococcus CC9902"
"7","sp9","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA,55.2307692307692,-2.39187140035277,0.82661482048863,-2.89357429974324,0.00380884164880533,0.0202019758072068,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"8","sp10","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,55.1538461538462,3.34827043481323,0.73626219847793,4.54766038747485,5.42455775260657e-06,6.27816836342284e-05,"Baltimore vs. Norfolk","Enriched","Clade Ia"
"9","sp11","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA,66.5769230769231,-3.6440686192337,0.736018367742144,-4.95105662975839,7.38116192670748e-07,1.12147232451762e-05,"Baltimore vs. Norfolk","Enriched","CL500-29 marine group"
"10","sp12","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA,NA,126.403846153846,6.94808416834949,0.68640880849148,10.1223703460614,4.3963736315273e-24,2.07208735627361e-21,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"11","sp13","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA,90.7884615384615,0.0919193051520623,0.567666588603159,0.161924811143537,0.871365064185072,0.999999950412143,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"12","sp14","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,26.1923076923077,4.41073307803855,0.74295349456487,5.93675527513578,2.90718112740236e-09,8.60827658503556e-08,"Baltimore vs. Norfolk","Enriched","Synechococcus CC9902"
"13","sp15","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3",NA,122.961538461538,-0.538819253827082,0.540222415061822,-0.997402623075942,0.318569118636688,0.478999067021838,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"14","sp16","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,30.1538461538462,3.76952331536608,0.76454156093247,4.93043610443964,8.20462495080646e-07,1.21471070700252e-05,"Baltimore vs. Norfolk","Enriched","Clade Ia"
"15","sp17","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA,35.0961538461538,-4.39704277123824,0.752784952334426,-5.84103435862099,5.18777027682427e-09,1.37536235246039e-07,"Baltimore vs. Norfolk","Enriched","CL500-29 marine group"
"16","sp21","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,114.134615384615,-2.14991519028695,0.88021658646185,-2.44248429688064,0.0145865641802022,0.0602488520486613,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"17","sp22","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,164.769230769231,-2.97976463407885,0.637299202709209,-4.67561330912017,2.93076399923882e-06,3.74756154169314e-05,"Baltimore vs. Norfolk","Enriched","Cyanobium PCC-6307"
"18","sp23","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA,NA,72.5576923076923,6.00748924386317,0.783249499259382,7.66995606067247,1.72055279385755e-14,1.56914414799808e-12,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"19","sp24","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA,62.1538461538462,4.34509716592598,0.555388747858025,7.82352394189433,5.13647821953381e-15,5.09181319153787e-13,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"20","sp25","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA,34.8461538461538,-2.0703866394767,0.668396703779886,-3.09754166615177,0.00195132963206358,0.0118325307476196,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"21","sp26","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA,33.5961538461538,0.732095320979957,0.824942829405514,0.887449766073527,0.374836800145215,0.526897598231252,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"22","sp27","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas","tunicata",8.76923076923077,4.02236455233763,0.775885210137479,5.18422635176267,2.16913368501991e-07,3.83381767584915e-06,"Baltimore vs. Norfolk","Enriched","Pseudoalteromonas"
"23","sp30","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna",NA,32.2884615384615,2.7610098436471,0.746554090394338,3.69833864574864,0.000217015234231591,0.00168871922883286,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"24","sp32","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,15.6923076923077,3.90688685833034,0.705279645059603,5.53948619628767,3.03360355084427e-08,6.78099617247543e-07,"Baltimore vs. Norfolk","Enriched","Synechococcus CC9902"
"25","sp33","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade III",NA,NA,29.1923076923077,2.12759719604893,0.730628870230395,2.91200811073619,0.00359113310610055,0.01926537289861,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"26","sp34","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,127.884615384615,0.64778266755311,0.517858912682086,1.25088639335785,0.210975928820309,0.388337866122143,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"27","sp35","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter",NA,20.5961538461538,-3.14068421070343,0.738780043436643,-4.25117629882591,2.12650689722503e-05,0.000215486032252137,"Baltimore vs. Norfolk","Enriched","Phaeodactylibacter"
"28","sp36","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,72.2115384615385,-2.19501070487968,0.832477396142713,-2.63672108702323,0.00837116297401705,0.0386339990417386,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"29","sp37","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA,36.3846153846154,5.7736842355564,0.677644686081341,8.52022358345972,1.59245597748716e-17,3.02566635722561e-15,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"30","sp38","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA,21.75,-4.52640683910966,0.641492724173396,-7.05605327783293,1.7129817024064e-12,1.05556710310448e-10,"Baltimore vs. Norfolk","Enriched","hgcI clade"
"31","sp39","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,100.384615384615,-2.99936208770681,0.597958382612757,-5.01600475036608,5.27570247172937e-07,8.29558733485722e-06,"Baltimore vs. Norfolk","Enriched","Cyanobium PCC-6307"
"32","sp41","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3",NA,42.1923076923077,-1.22515839569859,0.809287605785387,-1.51387267881066,0.130058134734168,0.298129964650125,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"33","sp43","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA,10.4423076923077,-2.87736828842518,0.702705534768745,-4.09469990779581,4.22715547554843e-05,0.000394996495256165,"Baltimore vs. Norfolk","Enriched","CL500-29 marine group"
"34","sp44","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,22.1730769230769,5.11893638021061,0.750466819398879,6.82100293829228,9.0407092583099e-12,5.02751636803575e-10,"Baltimore vs. Norfolk","Enriched","Clade Ia"
"35","sp45","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas","tunicata",2.23076923076923,1.87446840854444,0.615173470879084,3.04705663894417,0.00231094160859642,0.0134755674363167,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"36","sp47","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43 clade",NA,49.1538461538462,0.646891389144864,0.690185980540356,0.937271123123081,0.348619112932112,0.511816856075477,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"37","sp49","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA,35.6923076923077,1.52431146591716,0.715556427589547,2.13024634696108,0.0331512805286448,0.115396823824901,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"38","sp50","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA,35.6538461538462,-0.216873970674561,0.655937125885751,-0.330632254397406,0.740922279706867,0.879387192988889,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"39","sp54","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,10.6346153846154,3.46488304646877,0.672548816829749,5.15186847372878,2.57903894113378e-07,4.52323752752693e-06,"Baltimore vs. Norfolk","Enriched","Synechococcus CC9902"
"40","sp56","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,80.8846153846154,0.497377519016775,0.499543057967657,0.995664960374601,0.319412960458042,0.478999067021838,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"41","sp59","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade III",NA,NA,10.25,0.887408508696386,0.794813403331556,1.11649917449392,0.264208523350482,0.445229440679304,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"42","sp61","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter",NA,9.53846153846154,-2.62492564885942,0.692204881654178,-3.79212241697368,0.000149365248789496,0.00121193155601442,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"43","sp62","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA,26.1923076923077,5.16154726426183,0.715698671261739,7.21190002373806,5.51764809283122e-13,3.80617838354852e-11,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"44","sp63","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA,4.36538461538461,-1.66949440013954,0.64422968593869,-2.59145835185625,0.00955701087304693,0.0428117943828144,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"45","sp64","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,13.2115384615385,4.22881481280098,0.737396774221117,5.73478886894741,9.76338901114321e-09,2.41962249406593e-07,"Baltimore vs. Norfolk","Enriched","Clade Ia"
"46","sp65","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA,49.0961538461538,6.07859027544701,0.714329140651765,8.50950903374992,1.74671385126823e-17,3.06346736991658e-15,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"47","sp73","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,8.51923076923077,3.89481443920003,0.775736311382962,5.02079686363586,5.14575561053256e-07,8.14744638334322e-06,"Baltimore vs. Norfolk","Enriched","Pseudoalteromonas"
"48","sp77","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Synechocystis PCC-6803",NA,11.5576923076923,3.50249655045323,0.75092012485719,4.66427311575827,3.09709823725308e-06,3.85867977100383e-05,"Baltimore vs. Norfolk","Enriched","Synechocystis PCC-6803"
"49","sp78","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","RS62 marine group",NA,42.75,-0.735323111585975,0.698874784055077,-1.05215287253521,0.292729417523723,0.463890975057523,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"50","sp82","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA,23.7692307692308,0.447998278951451,0.768772682089365,0.582744794903331,0.560065113116577,0.681402592265633,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"51","sp86","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA,NA,18.4038461538462,0.598067904156265,0.610522186620039,0.979600606273259,0.327283305562146,0.48329400044151,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"52","sp87","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA,28.6346153846154,-6.47977663357839,0.563270324836146,-11.5038487700614,1.26161524052537e-30,9.58827582799285e-28,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"53","sp89","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,61.7115384615385,-5.06330371592483,0.681962795001907,-7.42460402977067,1.13117807204678e-13,9.21102144380953e-12,"Baltimore vs. Norfolk","Enriched","Cyanobium PCC-6307"
"54","sp90","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna",NA,8.53846153846154,3.60485848900051,0.772111460007503,4.66883173702082,3.02917340781485e-06,3.81575434796567e-05,"Baltimore vs. Norfolk","Enriched","Candidatus Aquiluna"
"55","sp92","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA,NA,27.5,-2.39391068975108,0.728074743352893,-3.28800128229523,0.00100901379903098,0.00664899266413479,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"56","sp93","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera","aquimaris",2.15384615384615,1.80735427130051,0.60905818333478,2.96745749544764,0.00300273796337316,0.0166981525768068,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"57","sp95","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas","xiamenensis",1.40384615384615,0.906890360662916,0.509063006459101,1.78148942106595,0.0748325315889068,0.205069918296523,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"58","sp96","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Litorimicrobium",NA,42.2884615384615,6.217548750993,0.724562245591402,8.58111057928241,9.39614999132925e-18,1.94756563456643e-15,"Baltimore vs. Norfolk","Enriched","Litorimicrobium"
"59","sp98","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA,15.4423076923077,0.642107106369469,0.828327761693719,0.775184819420423,0.438230457107424,0.581248075744576,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"60","sp99","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,61.6730769230769,-2.28426514279892,0.864867055305724,-2.6411748820649,0.00826190605387738,0.0384431546996744,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"61","sp100","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquibacter",NA,36.3269230769231,0.140482606149016,0.714708804182429,0.196559221499611,0.844172484517584,0.995713018468749,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"62","sp102","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,1.40384615384615,-2.55254604347795e-07,0.53990734054782,-4.72774835935365e-07,0.999999622780258,0.999999950412143,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"63","sp104","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43 clade",NA,16.6923076923077,0.384407193279461,0.803672066471505,0.478313492924032,0.632427094241547,0.761005282743524,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"64","sp106","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA,11.25,3.55969209400216,0.737618945227188,4.82592281154841,1.39356477928235e-06,2.02377560303424e-05,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"65","sp107","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,1.78846153846154,1.43740484172854,0.57217262031962,2.51218739010195,0.011998535718152,0.0520088620482634,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"66","sp111","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,52.0192307692308,1.29986684273001,0.783614242383522,1.65880961884537,0.0971541614699917,0.248609975478767,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"67","sp112","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3",NA,50.0576923076923,6.06159075997621,0.720267559911166,8.41574867084644,3.90393505383982e-17,5.93398128183653e-15,"Baltimore vs. Norfolk","Enriched","CL500-3"
"68","sp115","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","RS62 marine group",NA,29.5384615384615,0.16656678119578,0.765293141551998,0.217650952493819,0.827701081681697,0.977802314111021,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"69","sp118","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Synechocystis PCC-6803",NA,1.36538461538462,0.841302042816633,0.501009576617538,1.67921349626989,0.093110442590058,0.239067352596096,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"70","sp120","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","ML602J-51",NA,16.4230769230769,2.10579408135104,0.658922075333571,3.19581656189771,0.00139435730344939,0.00885552827817439,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"71","sp121","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA,24.7307692307692,5.13783980671374,0.776802530270714,6.61408737291731,3.73850894258998e-11,1.81357455087344e-09,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"72","sp122","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA,36.5769230769231,5.6724209265285,0.671272385920461,8.45025215620985,2.90674342817376e-17,4.73383929731155e-15,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"73","sp125","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,26.1153846153846,5.28231193733571,0.696535807588119,7.58369042881896,3.35861988040865e-14,2.94525127974297e-12,"Baltimore vs. Norfolk","Enriched","NS5 marine group"
"74","sp127","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA,NA,31.9230769230769,1.34457816920869,0.659856357226945,2.037683132825,0.0415816320962688,0.135774965676965,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"75","sp128","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,2.78846153846154,1.85797967679019,0.652158419942888,2.84896985145557,0.00438610365512985,0.0228317724513609,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"76","sp129","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,39.4615384615385,-5.17319662666113,0.626312614967529,-8.25976757138977,1.45956397778814e-16,1.75147677334577e-14,"Baltimore vs. Norfolk","Enriched","Cyanobium PCC-6307"
"77","sp131","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,14.4423076923077,3.35989356249469,0.735972430553723,4.56524378225256,4.98914217034662e-06,5.9556252085813e-05,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"78","sp133","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA,NA,15.6538461538462,-3.37999342885946,0.716096119187549,-4.72002757492144,2.35812674013348e-06,3.20031486160973e-05,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"79","sp137","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA,NA,23.9807692307692,-5.97297630960905,0.603667597759213,-9.89447890160159,4.39895338564845e-23,1.67160228654641e-20,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"80","sp138","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade III",NA,NA,10.5192307692308,-1.98060873128433,0.712958131821265,-2.77801548630188,0.0054692011530074,0.0277106191752375,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"81","sp139","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA,21.2884615384615,-0.656365789729437,0.705327594193795,-0.930582888196339,0.352069369462839,0.516549654038141,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"82","sp140","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","Pseudohongiella",NA,20.5961538461538,0.570107886692804,0.677320532936793,0.841710621440744,0.399949951484406,0.559782620862151,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"83","sp141","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA,4.67307692307692,-3.69348422914836,0.616569076206404,-5.9903818917962,2.09348863163504e-09,6.5385672330519e-08,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"84","sp143","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella","amazonensis",19.25,5.15312462658714,0.843364916113275,6.11019563196415,9.950908445163e-10,3.43758655378358e-08,"Baltimore vs. Norfolk","Enriched","Shewanella"
"85","sp144","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera","aquimaris",1.84615384615385,1.50249986695579,0.561417899185945,2.67625928766149,0.00744490235632943,0.0353632861925648,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"86","sp145","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,42.4230769230769,-2.71808374529463,0.800492746469772,-3.39551327264559,0.000685000525797277,0.00476158902078595,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"87","sp146","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","MWH-UniP1 aquatic group",NA,NA,17.0576923076923,0.531885302479891,0.722017770051168,0.736665113439241,0.461326027176605,0.598449761672721,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"88","sp148","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,1.13461538461538,0.369233730076576,0.464125960378028,0.795546385243862,0.426295739978665,0.567067845479207,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"89","sp150","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,12.5769230769231,4.2159346024557,0.626865817328544,6.72541792184866,1.75089167513195e-11,8.87118448733522e-10,"Baltimore vs. Norfolk","Enriched","Synechococcus CC9902"
"90","sp151","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA,31.1923076923077,5.62570417387584,0.711547726970063,7.90629210191058,2.65168560605666e-15,2.87897294371866e-13,"Baltimore vs. Norfolk","Enriched","Unclassified Genus"
"91","sp154","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","LD29",NA,38.0384615384615,-6.89708543082976,0.554856426168307,-12.4303965954927,1.78745348405599e-35,4.07539394364767e-32,"Baltimore vs. Norfolk","Enriched","LD29"
"92","sp156","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA,7.11538461538461,1.36612766454207,0.599107398005114,2.28027173273264,0.0225915772259353,0.0847184145972574,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"93","sp159","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseibacterium",NA,13.1923076923077,-3.73977746509157,0.616772934140999,-6.06345910801046,1.33224665465233e-09,4.27820052479902e-08,"Baltimore vs. Norfolk","Enriched","Roseibacterium"
"94","sp160","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,41.8461538461538,-1.43538317662671,0.738006955681024,-1.94494532277431,0.051781559374703,0.158685423890219,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"95","sp163","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae",NA,NA,8.03846153846154,-0.130786220827811,0.637404318795064,-0.20518565213842,0.83742707889776,0.988374441353043,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
"96","sp164","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aestuariicoccus",NA,27.8076923076923,5.60979061182832,0.652236290331608,8.60085630772892,7.91234990658417e-18,1.80401577870119e-15,"Baltimore vs. Norfolk","Enriched","Aestuariicoccus"
"97","sp166","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,32.6538461538462,1.36555570531573,0.740783167845997,1.84339461881458,0.0652714151950128,0.190305404916406,"Baltimore vs. Norfolk","Not_Enriched","Not Enriched"
